celltype_HCA_fine,source_study,source_doi,author_label,n_cells
Immune_cDC2,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,157
Immune_cDC2,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Dendritic,147
Immune_cDC2,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,71
Immune_cDC2,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,41
Immune_cDC2,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,31
Immune_cDC2,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,7
Immune_cDC2_CD207hi,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,138
Immune_cDC2_CD207hi,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,138
Immune_cDC2_CD207hi,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,71
Immune_cDC2_CD207hi,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,34
Immune_cDC2_CD207hi,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,26
Immune_cDC2_CD207hi,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,11
Immune_cDC2_CD207hi,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,10
Immune_cDC2_CD207hi,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Dendritic,5
Immune_mregDC,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,40
Immune_mregDC,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,29
Immune_mregDC,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,27
Immune_mregDC,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,13
Immune_mregDC,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,8
Immune_mregDC,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,2
Immune_mregDC,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,2
Immune_oLAM,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_oLAMs,182
Immune_oLAM,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,13
Immune_oLAM,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,3
Immune_oLAM,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,2
Immune_oLAM,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,2
Immune_oLAM,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,2
Immune_oLAM,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,1
Immune_pDC,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,154
Immune_pDC,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,78
Immune_pDC,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,59
Immune_pDC,celltype_Weigert2025,10.1038/s41467-024-55440-2,plasma cell,34
Immune_pDC,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,9
Immune_pDC,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,7
Immune_pDC,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,4
Immune_pDC,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Dendritic,1
Immune_tolDC,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,7
Immune_tolDC,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,6
Immune_tolDC,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,2
Immune_tolDC,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,2
Immune_tolDC,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,1
Immune_uMac_Inf,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,158
Immune_uMac_Inf,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,57
Immune_uMac_Inf,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,44
Immune_uMac_Inf,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,44
Immune_uMac_Inf,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,23
Immune_uMac_Inf,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_Monocyte,22
Immune_uMac_Inf,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,17
Immune_uMac_Inf,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,16
Immune_uMac_Inf,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,1
Immune_uNK1,celltype_Ulrich2024,10.1073/pnas.2404775121,NK-cells,777
Immune_uNK1,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,687
Immune_uNK1,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,76
Immune_uNK1,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,2
Immune_uNK2,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,4100
Immune_uNK2,celltype_Ulrich2024,10.1073/pnas.2404775121,NK-cells,1731
Immune_uNK2,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,298
Immune_uNK2,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,41
Immune_uNK2,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,27
Immune_uNK2,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_NK_CD16-,7
Immune_uNK2,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,4
Immune_uNK2,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,4
Immune_uNK2,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,4
Immune_uNK3,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,2482
Immune_uNK3,celltype_Ulrich2024,10.1073/pnas.2404775121,NK-cells,1506
Immune_uNK3,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,745
Immune_uNK3,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,439
Immune_uNK3,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Lymphoid,165
Immune_uNK3,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_NK_CD16-,102
Immune_uNK3,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,78
Immune_uNK3,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,71
Immune_uNK3,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,9
Immune_uftLAM,celltype_Weigert2025,10.1038/s41467-024-55440-2,macrophage,841
Immune_uftLAM,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,138
Immune_uftLAM,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,macrophage,110
Immune_uftLAM,celltype_Ulrich2024,10.1073/pnas.2404775121,Macrophage,94
Immune_uftLAM,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Myeloid,33
Immune_uftLAM,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,18
Immune_uftLAM,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Myeloid,14
Immune_uftLAM,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_oLAMs_SPP1,8
Immune_uftLAM,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,1
Immune_γδT_Vγ9Vδ2,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Immune,16
Immune_γδT_Vγ9Vδ2,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Immune,12
Immune_γδT_Vγ9Vδ2,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Immune_NK_CD16-,11
Immune_γδT_Vγ9Vδ2,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",Immune_Lymphoid,9
Immune_γδT_Vγ9Vδ2,celltype_Weigert2025,10.1038/s41467-024-55440-2,lymphocyte,9
Immune_γδT_Vγ9Vδ2,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Immune,8
Immune_γδT_Vγ9Vδ2,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,mature NK T cell,3
Immune_γδT_Vγ9Vδ2,celltype_Ulrich2024,10.1073/pnas.2404775121,TMEM-CD8,3
Mesen_AdvFibs,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Fibroblast C7,3
Mesen_AdvFibs,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",dStromal_mid,3
Mesen_AdvFibs,celltype_Ulrich2024,10.1073/pnas.2404775121,C7-Fibroblast,2
Mesen_AdvFibsIntr,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),FibC3,4147
Mesen_AdvFibsIntr,celltype_Weigert2025,10.1038/s41467-024-55440-2,stromal cell,2828
Mesen_AdvFibsIntr,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,fibroblast,1010
Mesen_AdvFibsIntr,celltype_Ulrich2024,10.1073/pnas.2404775121,dS2,978
Mesen_AdvFibsIntr,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Fibroblast C7,546
Mesen_AdvFibsIntr,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",dStromal_mid,43
Mesen_AdvFibs_PI16hi,celltype_Weigert2025,10.1038/s41467-024-55440-2,stromal cell,1693
Mesen_AdvFibs_PI16hi,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,fibroblast,264
Mesen_AdvFibs_PI16hi,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Fibroblast C7,5
Mesen_AdvFibs_PI16hi,celltype_Ulrich2024,10.1073/pnas.2404775121,dS2,4
Mesen_AdvFibs_PI16hi,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),FibC3,2
Mesen_AdvFibs_PI16low,celltype_Weigert2025,10.1038/s41467-024-55440-2,stromal cell,4740
Mesen_AdvFibs_PI16low,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,fibroblast,2115
Mesen_AdvFibs_PI16low,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),FibC3,330
Mesen_AdvFibs_PI16low,celltype_Ulrich2024,10.1073/pnas.2404775121,dS2,27
Mesen_AdvFibs_PI16low,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,Fibroblast C7,7
Mesen_AdvFibs_PI16low,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",ePV_2,4
Mesen_CervixFib_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Cervix/Vagina Lig,5640
Mesen_CervixFib_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,23
Mesen_CervixFib_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Epoophon_mesen_Fetal,3
Mesen_CervixVaginaSMCs_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Cervix/Upper Vagina SmMu,9365
Mesen_CervixVaginaSMCs_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,SMCs,8
Mesen_CervixVaginaSMCs_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Fallopian_SMCs_Fetal,5
Mesen_CorpusCavernosumFib_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Corpus Cavernosum,7777
Mesen_CorpusSpongiosumFib_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Corpus Spongiosum,5522
Mesen_EndoGlandBas,celltype_Ulrich2024,10.1073/pnas.2404775121,dS2,483
Mesen_EndoGlandBas,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,dS,1
Mesen_EndoGlandBas,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",dStromal_mid,1
Mesen_EndoStromalFib_Menopause,celltype_Ulrich2024,10.1073/pnas.2404775121,dS2,68
Mesen_EndoStromalFib_Menopause,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,dS,24
Mesen_EndoStromalFib_Menopause,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",eStromal,24
Mesen_EndoStromalFib_MenstrualEutopic,celltype_Ulrich2024,10.1073/pnas.2404775121,dS3,39
Mesen_EndoStromalFib_MenstrualEutopic,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",eStromal_MMPs,7
Mesen_EndoStromalFib_MenstrualEutopic,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,dS,2
Mesen_EndoStromalFib_MenstrualFluid,celltype_Ulrich2024,10.1073/pnas.2404775121,dS2,21
Mesen_EndoStromalFib_MenstrualFluid,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,dS,16
Mesen_EndoStromalFib_MenstrualFluid,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",dStromal_mid,6
Mesen_EndoStromalFib_Prolif,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",eStromal,29105
Mesen_EndoStromalFib_Prolif,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,eS,8833
Mesen_EndoStromalFib_Prolif,celltype_Ulrich2024,10.1073/pnas.2404775121,dS3,7295
Mesen_EndoStromalFib_Prolif_Cyc,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",eStromal_cycling,3841
Mesen_EndoStromalFib_Prolif_Cyc,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,eS,1773
Mesen_EndoStromalFib_Prolif_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,eS-proliferative,1178
Mesen_EndoStromalFib_eSec,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",dStromal_early,2735
Mesen_EndoStromalFib_eSec,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,dS,1891
Mesen_EndoStromalFib_eSec,celltype_Ulrich2024,10.1073/pnas.2404775121,dS2,1462
Mesen_EndoStromalFib_lSec,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",dStromal_mid,4724
Mesen_EndoStromalFib_lSec,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,dS,3280
Mesen_EndoStromalFib_lSec,celltype_Ulrich2024,10.1073/pnas.2404775121,dS2,2763
Mesen_EndoStromalFib_mSec,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",dStromal_mid,6954
Mesen_EndoStromalFib_mSec,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,dS,6820
Mesen_EndoStromalFib_mSec,celltype_Ulrich2024,10.1073/pnas.2404775121,dS2,4575
Mesen_EndoStromalFib_nEMC,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,dS,471
Mesen_EndoStromalFib_nEMC,celltype_Ulrich2024,10.1073/pnas.2404775121,dS3,359
Mesen_EndoStromalFib_nEMC,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",dStromal_mid,330
Mesen_EndoStromalFib_nEMC_Cyc,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",eStromal,371
Mesen_EndoStromalFib_nEMC_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,dS3,116
Mesen_EndoStromalFib_nEMC_Cyc,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,eS,71
Mesen_EndoStromalFib_nEMC_Sec,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",dStromal_mid,7242
Mesen_EndoStromalFib_nEMC_Sec,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,dS,6949
Mesen_EndoStromalFib_nEMC_Sec,celltype_Ulrich2024,10.1073/pnas.2404775121,dS2,4660
Mesen_EpoophronFib_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Epoophron Mese,7069
Mesen_EpoophronFib_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,6189
Mesen_EpoophronFib_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Epoophon_mesen_Fetal,3968
Mesen_EpoophronFib_Fetal,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Interstitial,13
Mesen_FallopianFib_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Fallopian Mese,27801
Mesen_FallopianFib_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,8950
Mesen_FallopianFib_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Fallopian_mesen_Fetal,6158
Mesen_FallopianFib_Fetal,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Interstitial,9
Mesen_FallopianFibs,celltype_Weigert2025,10.1038/s41467-024-55440-2,stromal cell,41325
Mesen_FallopianFibs,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,myofibroblast cell,9529
Mesen_FallopianLig_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Fallopian Lig,11952
Mesen_FallopianLig_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,4421
Mesen_FallopianLig_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Fallopian_lig_Fetal,2798
Mesen_FallopianLig_Fetal,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Interstitial,25
Mesen_FallopianSMCs_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Fallopian SmMu,4976
Mesen_FallopianSMCs_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,SMCs,2812
Mesen_FallopianSMCs_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Fallopian_SMCs_Fetal,2282
Mesen_GlansFib_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Glans,4823
Mesen_GonadalFibs_Undiff,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Interstitial,5332
Mesen_GonadalFibs_Undiff,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Oi,3218
Mesen_GonadalFibs_Undiff,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Wolffian/Mesonephros Mese,1810
Mesen_GonadalFibs_Undiff,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Stroma_Fetal,1212
Mesen_LabiaFib_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Labia,1695
Mesen_LabioScrotalSwelling_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Labio-Scrotal Swelling,2933
Mesen_LabioScrotalSwelling_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,47
Mesen_LabioScrotalSwelling_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Fallopian_lig_Fetal,42
Mesen_MesonephricFibs_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Wolffian/Mesonephros Mese,16291
Mesen_MesonephricFibs_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,9585
Mesen_MesonephricFibs_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Epoophon_mesen_Fetal,286
Mesen_MesonephricFibs_Fetal,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Mesonephric_mesenchymal,226
Mesen_MullerianFib,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Müllerian Mese,1647
Mesen_MullerianFib,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,1404
Mesen_MullerianFib,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Fallopian_mesen_Fetal,4
Mesen_MullerianFib,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Extragonadal_CE,2
Mesen_OvarianFibs_AdvLike,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Stroma_InnCor,61
Mesen_OvarianFibs_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Oi,19068
Mesen_OvarianFibs_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Stroma_Fetal,13637
Mesen_OvarianFibs_Fetal,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Interstitial,3588
Mesen_OvarianFibs_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Fallopian Lig,39
Mesen_OvarianFibs_InncorMedulla,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Stroma_InnCor,47671
Mesen_OvarianFibs_Medulla_SMCsLike,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Stroma_InnCor,8552
Mesen_OvarianFibs_Outcor,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Stroma_OutCor_Foll,13493
Mesen_OvarianFibs_Perifol,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Stroma_Perifoll_InnCor,16057
Mesen_OvarianInclFibs,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Stroma_HOXA9,42
Mesen_PV_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Perivascular,12619
Mesen_PV_Fetal,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,PV,9412
Mesen_PV_Fetal,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),RepTract_prePV_Fetal,3459
Mesen_PV_Fetal,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Perivascular,100
Mesen_Pericyte,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),PV_Capillary_Pericytes,4326
Mesen_Pericyte,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",ePV_2,1830
Mesen_Pericyte,celltype_Ulrich2024,10.1073/pnas.2404775121,PV-STEAP4,1622
Mesen_Pericyte,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,PV STEAP4,1186
Mesen_Pericyte,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,fibroblast,474
Mesen_Pericyte,celltype_Weigert2025,10.1038/s41467-024-55440-2,perivascular cell,152
Mesen_Pericyte_Cyc,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",ePV_2,280
Mesen_Pericyte_Cyc,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),PV_SMC_Arterial,142
Mesen_Pericyte_Cyc,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,PV STEAP4,138
Mesen_Pericyte_Cyc,celltype_Ulrich2024,10.1073/pnas.2404775121,eS-proliferative,70
Mesen_Pericyte_Cyc,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,fibroblast,7
Mesen_Pericyte_Cyc,celltype_Weigert2025,10.1038/s41467-024-55440-2,perivascular cell,1
Mesen_Pericyte_EndoSpiralArt,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",ePV_1b,1359
Mesen_Pericyte_EndoSpiralArt,celltype_Ulrich2024,10.1073/pnas.2404775121,PV-MYH11_CDKN1A-,648
Mesen_Pericyte_EndoSpiralArt,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,PV STEAP4,506
Mesen_Pericyte_EndoSpiralArt,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),PV_SMC_Arterial,409
Mesen_Pericyte_EndoSpiralArt,celltype_Weigert2025,10.1038/s41467-024-55440-2,perivascular cell,3
Mesen_Pericyte_EndoStromalLike,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",ePV_2,1161
Mesen_Pericyte_EndoStromalLike,celltype_Ulrich2024,10.1073/pnas.2404775121,dS3,399
Mesen_Pericyte_EndoStromalLike,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,PV STEAP4,308
Mesen_Pericyte_SMCsIntr,celltype_Ulrich2024,10.1073/pnas.2404775121,PV-STEAP4,930
Mesen_Pericyte_SMCsIntr,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,PV STEAP4,269
Mesen_Pericyte_SMCsIntr,celltype_Weigert2025,10.1038/s41467-024-55440-2,perivascular cell,193
Mesen_Pericyte_SMCsIntr,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",ePV_1a,89
Mesen_Pericyte_SMCsIntr,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),PV_Capillary_Pericytes,68
Mesen_Pericyte_SMCsIntr,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,fibroblast,33
Mesen_Prepuce_Fetal,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Prepuce,1455
Mesen_SMCs,celltype_Ulrich2024,10.1073/pnas.2404775121,uSMC,4353
Mesen_SMCs,celltype_GarciaAlonso2021,10.1038/s41588-021-00972-2,uSMC,3618
Mesen_SMCs,celltype_Ulrich2022,10.1016/j.devcel.2022.02.017,smooth muscle cell,3313
Mesen_SMCs,celltype_Weigert2025,10.1038/s41467-024-55440-2,smooth muscle cell,2539
Mesen_SMCs,celltype_HECA,"10.1038/s41588-024-01873-w (HECA/Marečková 2024, tentative)",uSMCs,885
Mesen_SMCs,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Stroma_InnCor,55
Mesen_Theca_Atretic,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Theca_Atr,27
Mesen_Theca_Externa,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Stroma_Perifoll_InnCor,6063
Mesen_Theca_Interna_Cyc,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Theca_1perifollicular_cycling,1313
Mesen_Theca_Interna_Perifol,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Theca_1perifollicular,2092
Mesen_Theca_Interna_Steroid,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Theca_2androgenic_Atr,2141
Mesen_UGSFib_Lower,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Lower Urogenital Sinus Mese,4415
Mesen_UGSFib_Lower,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,46
Mesen_UGSFib_Upper,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,4904
Mesen_UGSFib_Upper,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Urogenital Sinus Lig,3913
Mesen_UGSFib_Upper,celltype_OvarySanger2026,(unresolved: Sanger ovary 2026),Fallopian_SMCs_Fetal,9
Mesen_UGSFib_Upper,celltype_Lardenois2026,10.1016/j.devcel.2025.09.011,Extragonadal_CE,2
Mesen_UGSLig,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Urogenital Sinus Lig,92
Mesen_UGSLig,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,Mesenchymal_GATA2,7
Mesen_UGSSMCs,celltype_Lorenzi2025,10.1038/s41586-025-09875-2,Lower Vagina SmMu,226
Mesen_UGSSMCs,celltype_GarciaAlonso2022,10.1038/s41586-022-04918-4,SMCs,1
